course_id,teacher_id,n_lectures,min_working_days,n_students,instance
c0530,t062,3.0,10.0,28.0,Ing0607-2
c0532,t064,3.0,3.0,26.0,Ing0607-2
c0534,t065,3.0,3.0,15.0,Ing0607-2
c0535,t066,3.0,3.0,15.0,Ing0607-2
c0537,t067,3.0,3.0,15.0,Ing0607-2
c0538,t067,3.0,3.0,15.0,Ing0607-2
c0539,t068,3.0,3.0,15.0,Ing0607-2
,t030,3.0,3.0,4.0,Ing0607-2
c0602,t069,3.0,3.0,41.0,Ing0607-2
,t070,3.0,3.0,80.0,Ing0607-2
c0723,t071,3.0,3.0,10.0,Ing0607-2
c0725,t068,3.0,0.0,69.0,Ing0607-2
c0730,t008,3.0,3.0,8.0,Ing0607-2
c0737,t034,3.0,3.0,24801.0,Ing0607-2
c0742,t072,3.0,3.0,35.0,Ing0607-2
c0746,t058,3.0,3.0,100.0,Ing0607-2
c0789,t073,3.0,3.0,12.0,Ing0607-2
c0794,t074,3.0,3.0,8.0,Ing0607-2
c0795,t073,3.0,3.0,31197.0,Ing0607-2
c0804,t075,3.0,3.0,8.0,Ing0607-2
c0807,t076,3.0,3.0,8.0,Ing0607-2
c0808,t077,3.0,3.0,24.0,Ing0607-2
c0812,t078,3.0,3.0,17.0,Ing0607-2
c0813,t078,3.0,3.0,17.0,Ing0607-2
c0822,t079,3.0,3.0,4.0,Ing0607-2
c0835,t003,3.0,3.0,36135.0,Ing0607-2
c0847,t080,3.0,3.0,60.0,Ing0607-2
c0849,t081,3.0,2.0,20.0,Ing0607-2
c0860,t039,7.0,2.0,10.0,Ing0607-2
c0862,t080,7.0abc,2.0,5.0,Ing0607-2
,t082,7.0,2.0,10.0,Ing0607-2
c0897,t083,3.0,3.0,51.0,Ing0607-2
c1005,t084,3.0,2.0,67.0,Ing0607-2
,t085,3.0,3.0,90.0,Ing0607-2
c0936,t070,3.0,3.0,41.0,Ing0607-2
c1022,t014,3.0,3.0,8.0,Ing0607-2
c0955,t086,7.0,2.0,40.0,Ing0607-2
c0963,t087,7.0,2.0,55.0,Ing0607-2
c0975,t088,7.0,2.0,15.0,Ing0607-2
c0980,t089,7.0,2.0,60.0,Ing0607-2
c0983,t090,7.0,2.0,50.0,Ing0607-2
c0998,t091,3.0,3.0,87.0,Ing0607-2
c1041,t092,3.0,3.0,160.0,Ing0607-2
c1053,t093,-3.0,2.0,23.0,Ing0607-2
c1062,t094,3.0,3.0,40.0,Ing0607-2
c1064,t095,7.0,2.0,5.0,Ing0607-2
c1065,t029,3.0,3.0,20.0,Ing0607-2
c1066,t096,3.0,10.0,20.0,Ing0607-2
c1069,t059,3.0,3.0,38150.0,Ing0607-2
c1072,t097,3.0,3.0,60.0,Ing0607-2
c1074,t098,3.0,3.0,20.0,Ing0607-2
c1077,t066,3.0,3.0,44.0,Ing0607-2
c0012,t000,3.0,3.0,52.0,Ing0607-3
c0013,t001,3.0,3.0,16.0,Ing0607-3
c0014,t002,3.0,3.0,45.0,Ing0607-3
c0035,t002,3.0,3.0,20.0,Ing0607-3
c0036,t003,3.0,3.0,23.0,Ing0607-3
c0045,t004,3.0,3.0,110.0,Ing0607-3
c0052,t005,3.0,3.0,169.0,Ing0607-3
c0055,t006,3.0,3.0,45051.0,Ing0607-3
c0057,t007,3.0,3.0,,Ing0607-3
c0060,t008,3.0,,100.0,Ing0607-3
c0094,t009,3.0,10.0,90.0,Ing0607-3
c0098,t010,3.0,,80.0,Ing0607-3
c0104,t011,3.0,0.0,80.0,Ing0607-3
c0107,t012,3.0,3.0,90.0,Ing0607-3
c0112,t013,3.0,3.0,90.0,Ing0607-3
c0114,t014,3.0,3.0,80.0,Ing0607-3
c0116,t005,3.0,3.0,139.0,Ing0607-3
c0117,t015,3.0,3.0,139.0,Ing0607-3
c0130,t016,3.0,2.0,105.0,Ing0607-3
c0148,t017,3.0abc,3.0,105.0,Ing0607-3
c0149,t018,nanabc,3.0,105.0,Ing0607-3
c0150,t019,3.0,2.0,105.0,Ing0607-3
c0163,t020,3.0,2.0,115.0,Ing0607-3
c0177,t021,3.0,3.0,80.0,Ing0607-3
c0179,t022,,3.0,80.0,Ing0607-3
c0181,t023,3.0,3.0,43937.0,Ing0607-3
c0198,t024,3.0,3.0,80.0,Ing0607-3
c0210,t009,3.0,3.0,,Ing0607-3
c0214,t025,3.0,3.0,130.0,Ing0607-3
c0218,t026,3.0,3.0,122.0,Ing0607-3
c0223,t001,3.0,3.0,105.0,Ing0607-3
c0224,t027,3.0,3.0,126.0,Ing0607-3
c0226,t028,3.0,3.0,120.0,Ing0607-3
c0227,t029,,3.0,80.0,Ing0607-3
c0233,t030,3.0,3.0,46.0,Ing0607-3
c0249,t031,3.0,3.0,28216.0,Ing0607-3
c0254,t032,3.0,3.0,120.0,Ing0607-3
c0271,t033,3.0,3.0,120.0,Ing0607-3
c0409,t034,3.0,3.0,25.0,Ing0607-3
c0416,t030,3.0,3.0,12.0,Ing0607-3
c0420,t035,3.0,3.0,50.0,Ing0607-3
c0441,t036,3.0,3.0,54.0,Ing0607-3
c0447,t036,3.0,3.0,32.0,Ing0607-3
c0456,t037,3.0,3.0,66.0,Ing0607-3
c0457,t038,3.0,3.0,73.0,Ing0607-3
c0465,t039,3.0,3.0,66.0,Ing0607-3
c0486,t040,3.0,3.0,37.0,Ing0607-3
c0491,t041,3.0,1.0,8.0,Ing0607-3
c0498,t042,3.0,3.0,30.0,Ing0607-3
c0501,t043,3.0,3.0,15.0,Ing0607-3
c0506,t044,,3.0,14.0,Ing0607-3
c0527,t045,3.0,3.0,36.0,Ing0607-3
c0510,t046,5.0,4.0,69.0,Ing0607-3
c0798,t047,5.0,4.0,8.0,Ing0607-3
c0670,t026,3.0,3.0,25.0,Ing0607-3
c0738,t048,3.0,2.0,23.0,Ing0607-3
c0745,t049,3.0,3.0,40.0,Ing0607-3
c0773,t050,3.0,3.0,9.0,Ing0607-3
c0814,t051,3.0,3.0,5.0,Ing0607-3
c0815,t051,3.0,3.0,5.0,Ing0607-3
c0828,t052,3.0,3.0,16.0,Ing0607-3
c0844,t053,3.0,3.0,20.0,Ing0607-3
c0741,t054,6.0,4.0,113.0,Ing0607-3
c0845,t055,3.0,3.0,60.0,Ing0607-3
c0850,t056,3.0,3.0,60.0,Ing0607-3
c0851,t057,3.0,3.0,20.0,Ing0607-3
c0854,t058,7.0,2.0,15.0,Ing0607-3
c0856,t059,7.0,2.0,20.0,Ing0607-3
c0864,t060,7.0,2.0,5.0,Ing0607-3
c0866,t061,7.0,2.0,20.0,Ing0607-3
c0869,t062,7.0,2.0,20.0,Ing0607-3
c0882,t063,7.0,2.0,10.0,Ing0607-3
c0884,t064,7.0,2.0,50.0,Ing0607-3
c0898,t065,3.0,3.0,8.0,Ing0607-3
c0901,t066,3.0,3.0,105.0,Ing0607-3
c0933,t067,3.0,3.0,25.0,Ing0607-3
c0947,t068,7.0,2.0,10.0,Ing0607-3
c0953,t033,7.0abc,2.0,40.0,Ing0607-3
c0969,t069,7.0,2.0,40.0,Ing0607-3
c0972,t070,7.0,2.0,46959.0,Ing0607-3
c0978,t071,7.0,2.0,50.0,Ing0607-3
c0985,t057,7.0,2.0,40.0,Ing0607-3
c1007,t072,3.0,3.0,110.0,Ing0607-3
c1044,t073,7.0,2.0,55.0,Ing0607-3
c1148,t074,3.0,3.0,12.0,Ing0607-3
c0196,t075,6.0,4.0,105.0,Ing0607-3
c0012,t000,3.0,3.0,36.0,Ing0304-3
c0013,t001,3.0,0.0,18.0,Ing0304-3
c0035,t002,3.0,3.0,17.0,Ing0304-3
c0036,t003,3.0,3.0,17.0,Ing0304-3
c0045,t004,3.0,3.0,90.0,Ing0304-3
c0052,t005,3.0,3.0,170.0,Ing0304-3
c0053,t006,3.0abc,3.0,85.0,Ing0304-3
c0055,t007,3.0,3.0,85.0,Ing0304-3
c0057,t008,3.0,3.0,90.0,Ing0304-3
c0060,t009,3.0,3.0,140.0,Ing0304-3
c0094,t010,3.0,3.0,100.0,Ing0304-3
c0098,t011,3.0,3.0,85.0,Ing0304-3
c0104,t012,3.0,3.0,85.0,Ing0304-3
c0107,t013,3.0,3.0,100.0,Ing0304-3
c0112,t014,3.0,3.0,100.0,Ing0304-3
c0114,t015,3.0,3.0,85.0,Ing0304-3
c0116,t005,3.0,2.0,120.0,Ing0304-3
c0117,t016,3.0,3.0,120.0,Ing0304-3
c0130,t017,3.0,2.0,135.0,Ing0304-3
c0148,t018,3.0,3.0,120.0,Ing0304-3
c0149,t019,3.0,3.0,120.0,Ing0304-3
c0150,t020,3.0,2.0,120.0,Ing0304-3
c0177,t010,3.0,3.0,133.0,Ing0304-3
c0179,t021,3.0,3.0,140.0,Ing0304-3
c0181,t022,3.0,3.0,140.0,Ing0304-3
c0198,t023,3.0,3.0,90.0,Ing0304-3
c0210,t024,3.0,0.0,100.0,Ing0304-3
c0214,t025,3.0,3.0,143.0,Ing0304-3
c0218,t026,3.0,3.0,138.0,Ing0304-3
c0223,t001,3.0,3.0,138.0,Ing0304-3
c0224,t020,3.0,3.0,156.0,Ing0304-3
c0226,t027,3.0,2.0,110.0,Ing0304-3
c0227,t028,3.0,3.0,72.0,Ing0304-3
c0441,t029,5.0,4.0,30.0,Ing0304-3
c0249,t030,3.0,3.0,42.0,Ing0304-3
c0254,t031,3.0,3.0,145.0,Ing0304-3
c0271,t032,3.0,3.0,145.0,Ing0304-3
c0343,t033,3.0abc,3.0,47.0,Ing0304-3
c0344,t034,3.0,2.0,75.0,Ing0304-3
c0378,t035,3.0,3.0,132.0,Ing0304-3
c0409,t036,3.0,3.0,3.0,Ing0304-3
c0411,t037,3.0,3.0,126.0,Ing0304-3
c0457,t038,3.0,3.0,7.0,Ing0304-3
c0497,t007,-3.0,3.0,5.0,Ing0304-3
c0503,t039,5.0,4.0,57.0,Ing0304-3
c0506,t040,3.0,2.0,29.0,Ing0304-3
c0527,t041,3.0,3.0,11.0,Ing0304-3
c0532,t023,3.0,3.0,46.0,Ing0304-3
c0534,t042,3.0,3.0,26.0,Ing0304-3
c0465,t043,5.0,4.0,67.0,Ing0304-3
c0737,t044,3.0,2.0,15.0,Ing0304-3
c0771,t045,4.0abc,2.0,33.0,Ing0304-3
c0883,t046,7.0,1.0,40.0,Ing0304-3
c0884,t047,7.0,1.0,26815.0,Ing0304-3
c0901,t048,3.0,,135.0,Ing0304-3
c0917,t049,3.0,3.0,29.0,Ing0304-3
c0918,t050,3.0,3.0,27.0,Ing0304-3
c0933,t051,3.0,2.0,4.0,Ing0304-3
c0938,t042,3.0,0.0,25.0,Ing0304-3
c0953,t052,7.0,1.0,50.0,Ing0304-3
c0969,t053,7.0,1.0,40.0,Ing0304-3
c0972,t054,7.0,1.0,15.0,Ing0304-3
c0978,t055,7.0,1.0,70.0,Ing0304-3
c0995,t056,3.0,3.0,2.0,Ing0304-3
c1007,t057,3.0,3.0,140.0,Ing0304-3
c0923,t048,5.0,4.0,40.0,Ing0304-3
c0798,t058,5.0,4.0,21.0,Ing0304-3
c0741,t059,5.0,4.0,105.0,Ing0304-3
c0196,t060,5.0,4.0,60.0,Ing0304-3
c0014,t061,5.0,4.0,28299.0,Ing0304-3
c0233,,5.0,4.0,151.0,Ing0304-3
c0828,t063,5.0,4.0,19.0,Ing0304-3
c0456,t064,5.0abc,4.0,76.0,Ing0304-3
c0535,t065,5.0,4.0,75.0,Ing0304-3
c0510,t066,5.0,4.0,55.0,Ing0304-3
c0909,t067,3.0,3.0,45.0,Ing0304-3
c1001,t000,3.0,2.0,38.0,Ing0405-2
c1022,t001,3.0,3.0,3.0,Ing0405-2
c0103,t002,3.0,3.0,92.0,Ing0405-2
c1053,t003,3.0,2.0,15.0,Ing0405-2
c0106,t004,3.0,3.0,-108.0,Ing0405-2
c0108,t005,3.0,3.0,70.0,Ing0405-2
c0110,t006,3.0,3.0,180.0,Ing0405-2
c0113,t007,3.0,3.0,117.0,Ing0405-2
c0115,t008,3.0,3.0,95.0,Ing0405-2
c0118,t009,3.0,3.0,20.0,Ing0405-2
c0119,t010,3.0,3.0,35.0,Ing0405-2
c0127,t011,3.0,3.0,70.0,Ing0405-2
c0129,t012,3.0,2.0,124.0,Ing0405-2
c0131,t013,3.0,3.0,44531.0,Ing0405-2
c0132,t013,3.0,3.0,121.0,Ing0405-2
c0133,t014,3.0,2.0,121.0,Ing0405-2
c015a,t015,2.0,2.0,15.0,Ing0405-2
c0152,t016,3.0,3.0,124.0,Ing0405-2
c0153,t017,3.0,3.0,121.0,Ing0405-2
c0019,t018,3.0,3.0,38.0,Ing0405-2
c0191,t019,3.0,2.0,88.0,Ing0405-2
c0193,t020,3.0,3.0,103.0,Ing0405-2
c0195,t021,3.0,3.0,113.0,Ing0405-2
c0020,t022,3.0,3.0,15.0,Ing0405-2
c0201,t023,3.0,2.0,130.0,Ing0405-2
c0203,t024,3.0,3.0,132.0,Ing0405-2
c0206,t025,3.0,3.0,,Ing0405-2
c0211,t026,3.0,3.0,110.0,Ing0405-2
c0213,t027,-3.0,3.0,110.0,Ing0405-2
c0217,t028,3.0,3.0,110.0,Ing0405-2
c0219,t029,3.0,2.0,90.0,Ing0405-2
c0221,t030,3.0,3.0,95.0,Ing0405-2
c0225,t031,3.0,3.0,75.0,Ing0405-2
c0023,t032,3.0,3.0,123.0,Ing0405-2
c0230,t033,3.0,3.0,130.0,Ing0405-2
c0232,t034,3.0,3.0,35.0,Ing0405-2
c0238,t035,3.0,3.0,110.0,Ing0405-2
c0024,t036,3.0,3.0,35.0,Ing0405-2
c0252,t037,3.0,2.0,114.0,Ing0405-2
c0253,t038,3.0,3.0,60.0,Ing0405-2
c0257,t039,3.0abc,3.0,160.0,Ing0405-2
c0279,t035,3.0,3.0,78.0,Ing0405-2
c0411,t040,3.0,3.0,6.0,Ing0405-2
c0412,t041,3.0abc,3.0,0.0,Ing0405-2
c0418,t028,3.0,3.0,0.0,Ing0405-2
c0423,t042,3.0,3.0,0.0,Ing0405-2
c0428,t041,3.0,3.0,0.0,Ing0405-2
c0430,t033,3.0,3.0,41142.0,Ing0405-2
c0432,t031,3.0,3.0,0.0,Ing0405-2
c0044,t043,3.0,3.0,189.0,Ing0405-2
c0443,t012,3.0,3.0,0.0,Ing0405-2
c0444,t044,3.0,3.0,0.0,Ing0405-2
c0449,t038,3.0,3.0,0.0,Ing0405-2
c0455,t045,3.0,2.0,50.0,Ing0405-2
c0464,t046,3.0,3.0,66.0,Ing0405-2
c0467,t047,3.0,3.0,23.0,Ing0405-2
c0047,t048,3.0,3.0,89.0,Ing0405-2
c0478,t049,3.0,3.0,35.0,Ing0405-2
c0479,t050,3.0,3.0,15.0,Ing0405-2
c0487,t051,3.0,2.0,24.0,Ing0405-2
c0049,t050,3.0,3.0,73.0,Ing0405-2
c0497,t052,3.0,10.0,5.0,Ing0405-2
c0503,t053,3.0,3.0,29.0,Ing0405-2
c0504,t054,3.0,3.0,5.0,Ing0405-2
c0512,t055,3.0,3.0,45.0,Ing0405-2
c0515,t056,4.0,3.0,105.0,Ing0405-2
c0520,t004,3.0,3.0,63.0,Ing0405-2
c0526,t007,3.0,3.0,10.0,Ing0405-2
c0530,t055,3.0,3.0,15.0,Ing0405-2
c0532,t000,3.0,3.0,20.0,Ing0405-2
c0534,t057,3.0,3.0,8.0,Ing0405-2
c0535,t010,3.0,3.0,15.0,Ing0405-2
c0537,t058,3.0,3.0,8.0,Ing0405-2
c0538,t058,3.0,3.0,8.0,Ing0405-2
c0539,t059,3.0,3.0,15.0,Ing0405-2
c0554,t022,3.0,3.0,25.0,Ing0405-2
c0056,t021,3.0,3.0,76.0,Ing0405-2
c0058,t006,3.0,3.0,89.0,Ing0405-2
c0602,t060,3.0,3.0,29.0,Ing0405-2
c0061,t061,3.0,3.0,73.0,Ing0405-2
c0062,t001,3.0,3.0,73.0,Ing0405-2
c0069,t062,3.0,3.0,76.0,Ing0405-2
c0007,t063,3.0,3.0,20.0,Ing0405-2
c0072,t064,3.0,2.0,95.0,Ing0405-2
c0723,t065,3.0,3.0,10.0,Ing0405-2
c0730,t048,3.0,3.0,6.0,Ing0405-2
c0737,t020,3.0,3.0,24.0,Ing0405-2
c0074,t066,3.0,2.0,17.0,Ing0405-2
c0742,t067,3.0abc,10.0,55.0,Ing0405-2
c0746,t068,3.0,3.0,89.0,Ing0405-2
c0076,t052,3.0,3.0,27.0,Ing0405-2
c0785,t069,3.0,3.0,137.0,Ing0405-2
c0789,t070,3.0,3.0,3.0,Ing0405-2
c0794,t071,3.0,3.0,3.0,Ing0405-2
c0795,t070,3.0,3.0,6.0,Ing0405-2
c0804,t072,3.0,2.0,3.0,Ing0405-2
c0807,t073,3.0,3.0,3.0,Ing0405-2
c0808,t074,3.0,3.0,9.0,Ing0405-2
c0812,t075,5.0,4.0,6.0,Ing0405-2
c0822,t076,3.0,3.0,3.0,Ing0405-2
c0835,t077,3.0,3.0,9.0,Ing0405-2
c088a,t015,4.0,4.0,55.0,Ing0405-2
c088b,t015,1.0,1.0,,Ing0405-2
c0897,t078,3.0,3.0,14.0,Ing0405-2
c0009,t028,3.0,3.0,23.0,Ing0405-2
c0932,t079,3.0,3.0,40.0,Ing0405-2
c0936,t069,3.0,3.0,30.0,Ing0405-2
c0095,t080,3.0,3.0,70.0,Ing0405-2
c0955,t081,7.0,1.0,46.0,Ing0405-2
c0963,t082,7.0,1.0,57.0,Ing0405-2
c0883,t083,7.0,1.0,18.0,Ing0405-2
c0975,t084,7.0,1.0,18.0,Ing0405-2
,t085,7.0,1.0,46.0,Ing0405-2
,t086,7.0,1.0,60.0,Ing0405-2
c0998,t087,0.0,3.0,65.0,Ing0405-2
c0006,t000,2.0abc,2.0,75.0,Fis0506-2
c0007,t001,2.0,2.0,75.0,Fis0506-2
c0008,t002,9.0,2.0,75.0,Fis0506-2
c0009,t003,7.0,2.0,75.0,Fis0506-2
c0017,t004,3.0,3.0,65.0,Fis0506-2
c0018,t005,9.0,2.0,65.0,Fis0506-2
c0019,t006,8.0,2.0,65.0,Fis0506-2
c0079,t007,6.0,4.0,11.0,Fis0506-2
c0081,t008,6.0,4.0,8.0,Fis0506-2
c0082,t009,5.0,4.0,11.0,Fis0506-2
c0083,t010,5.0,4.0,11.0,Fis0506-2
c0085,t011,5.0,4.0,11.0,Fis0506-2
c0026,t012,6.0,4.0,52.0,Fis0506-2
c0027,t013,6.0,4.0,52.0,Fis0506-2
c0028,t014,3.0,3.0,52.0,Fis0506-2
c0034,t015,,4.0,11.0,Fis0506-2
c0036,t016,6.0,4.0,11.0,Fis0506-2
c0038,t017,6.0,4.0,33.0,Fis0506-2
c0040,t018,5.0abc,4.0,33.0,Fis0506-2
c0042,t001,,4.0,11.0,Fis0506-2
c0044,t002,5.0,4.0,11.0,Fis0506-2
c0045,t019,6.0,4.0,33.0,Fis0506-2
c0107,t020,6.0,4.0,20.0,Fis0506-2
c0108,t004,9.0,2.0,20.0,Fis0506-2
c0109,t021,-4.0,3.0,20.0,Fis0506-2
c0110,t000,7.0,2.0,25.0,Fis0506-2
c0111,t022,0.0,2.0,25.0,Fis0506-2
c0113,t003,3.0,3.0,50.0,Fis0506-2
c0115,t003,6.0,4.0,20.0,Fis0506-2
c0116,t023,4.0,3.0,20.0,Fis0506-2
AntCul,t000,2.0,2.0,170.0,Let0506-2
ArcClaCS,t001,2.0,2.0,4.0,Let0506-2
ArcCla1,t002,3.0,3.0,31.0,Let0506-2
ArcCla2,t001,2.0,2.0,16.0,Let0506-2
ArcCriMed,t003,2.0,,24.0,Let0506-2
ArcVicOriAnt,t004,3.0,3.0,13.0,Let0506-2
ArcStoArtMus,t005,2.0,2.0,60.0,Let0506-2
ArcMedCS,t003,2.0,2.0,4.0,Let0506-2
Archiv,t006,3.0,3.0,36.0,Let0506-2
ArchivCS,t006,3.0,3.0,6.0,Let0506-2
BioarcCS,t007,2.0,2.0,8.0,Let0506-2
Cartog,t008,0.0,3.0,5.0,Let0506-2
ChiResCS,t009,2.0,2.0,4.0,Let0506-2
Codico,t010,0.0,3.0,8.0,Let0506-2
CodicoCS,t010,2.0,2.0,6.0,Let0506-2
EcoAzi,t011,3.0,3.0,104.0,Let0506-2
EleInfSciCatBenCulM2,t012,2.0,2.0,24.0,Let0506-2
EleInfSciCatBenCulM3,t013,3.0,3.0,24.0,Let0506-2
EpiLat,t014,3.0,3.0,-16.0,Let0506-2
Esteti,t015,3.0,3.0,74.0,Let0506-2
EtrAntIta,t016,3.0,3.0,26.0,Let0506-2
FilCla2,t017,3.0,3.0,14.0,Let0506-2
FilTeo,t018,3.0,3.0,33.0,Let0506-2
FonSoc,t019,3.0,3.0,41.0,Let0506-2
GeoTur,t020,3.0,3.0,104.0,Let0506-2
Geo1,t021,3.0,3.0,139.0,Let0506-2
Glotto,t022,3.0,3.0,18.0,Let0506-2
InfDoc,t023,3.0,3.0,121.0,Let0506-2
ItaScr,t024,2.0,2.0,67.0,Let0506-2
LabScr,t024,1.0,1.0,5.0,Let0506-2
LegBenCul2,t025,2.0,2.0,110.0,Let0506-2
LetCriAnt,t026,3.0,3.0,69.0,Let0506-2
LinLetGre1,t027,3.0,10.0,14.0,Let0506-2
LinLetLatCS,t028,2.0,2.0,6.0,Let0506-2
LinLetLat2,t028,3.0,3.0,27.0,Let0506-2
LinGreA,t029,2.0,2.0,26.0,Let0506-2
LinLatA,t030,2.0,2.0,53.0,Let0506-2
LinLatB,t031,3.0,3.0,86.0,Let0506-2
,t032,3.0,3.0,53.0,Let0506-2
LinIta,t033,3.0,3.0,32.0,Let0506-2
LogFilMat,t034,2.0,2.0,33.0,Let0506-2
MatTecAppArcM3,t035,2.0,2.0,8.0,Let0506-2
MatCarCosResEdiSto,t036,3.0,3.0,56.0,Let0506-2
MetRicStoArt,t037,2.0,2.0,18.0,Let0506-2
NumismCS,t038,2.0,2.0,4.0,Let0506-2
OrientCS,t039,2.0,2.0,4.0,Let0506-2
Paleoa,t007,3.0,3.0,22.0,Let0506-2
PalLat,t040,3.0,3.0,45.0,Let0506-2
PapiroCS,t041,2.0,2.0,13.0,Let0506-2
ProMedCS,t042,3.0,3.0,4.0,Let0506-2
PsiTur,t043,3.0,3.0,104.0,Let0506-2
SocArt,t019,0.0,3.0,24.0,Let0506-2
Sociol1,t019,3.0,3.0,143.0,Let0506-2
StoConCS,t044,2.0abc,2.0,15.0,Let0506-2
StoAntStaItaCS,t045,2.0,2.0,24.0,Let0506-2
StoColIstMus,t046,2.0,2.0,131.0,Let0506-2
StoDisGra,t047,2.0,2.0,18.0,Let0506-2
StoFriCS,t048,2.0,2.0,24.0,Let0506-2
StoLibSta,t049,3.0,3.0,20.0,Let0506-2
StoLibStaCSM1,t050,2.0,2.0,6.0,Let0506-2
StoLibStaCSM2,t051,2.0,2.0,6.0,Let0506-2
StoRes,t052,3.0,3.0,48.0,Let0506-2
StoArc,t002,3.0,3.0,14.0,Let0506-2
StoArcCon,t053,2.0,2.0,63.0,Let0506-2
StoArcMed,t054,2.0,10.0,33.0,Let0506-2
StoArt,t055,3.0,3.0,90.0,Let0506-2
StoCriArt,t056,2.0,2.0,54.0,Let0506-2
StoFilCS,t057,2.0,2.0,21.0,Let0506-2
StoFilMedCS,t058,2.0,2.0,23.0,Let0506-2
StoLinItaCS,t033,2.0,2.0,24.0,Let0506-2
StoMus,t059,2.0,2.0,26797.0,Let0506-2
StoProArtCulMatMed,t060,2.0,2.0,38115.0,Let0506-2
StoArtCon2CS,t061,2.0,2.0,6.0,Let0506-2
StoArtMod2CS,t062,2.0,2.0,6.0,Let0506-2
StoBib,t013,3.0,3.0,5.0,Let0506-2
StoTecArtM12,t063,3.0,3.0,36.0,Let0506-2
StoTecArtM3,t064,3.0,3.0,18.0,Let0506-2
StoTecArtCS,t065,2.0,2.0,6.0,Let0506-2
StoCriCin,t066,2.0abc,2.0,65.0,Let0506-2
StoTecFot,t067,2.0,2.0,126.0,Let0506-2
StoGre,t068,3.0,3.0,,Let0506-2
StoMed2,t069,3.0,3.0,115.0,Let0506-2
StoModCS,t070,2.0,2.0,15.0,Let0506-2
StoMod2,t048,3.0,3.0,104.0,Let0506-2
StoRom,t071,2.0,2.0,76.0,Let0506-2
StoRomCS,t071,2.0,2.0,15.0,Let0506-2
TedUma,t072,3.0,3.0,3.0,Let0506-2
TopRilMonAnt,t073,3.0,3.0,29.0,Let0506-2
c0012,t000,3.0,3.0,40.0,Ing0506-3
c0013,t001,3.0,3.0,23.0,Ing0506-3
c0014,t002,3.0,3.0,42.0,Ing0506-3
c0035,t003,3.0,3.0,20.0,Ing0506-3
c0036,t004,3.0,3.0,23.0,Ing0506-3
c0045,t005,3.0abc,3.0,120.0,Ing0506-3
c0052,t006,3.0,,230.0,Ing0506-3
c0053,t007,3.0,3.0,90.0,Ing0506-3
c0055,t008,3.0,10.0,90.0,Ing0506-3
c0057,t009,3.0,3.0,120.0,Ing0506-3
c0060,t010,3.0abc,3.0,130.0,Ing0506-3
,t011,3.0,3.0,100.0,Ing0506-3
c0098,t012,3.0,3.0,100.0,Ing0506-3
c0104,t013,3.0,3.0,100.0,Ing0506-3
c0107,t014,3.0,3.0,100.0,Ing0506-3
c0112,t015,3.0,3.0,100.0,Ing0506-3
c0114,t016,3.0,3.0,100.0,Ing0506-3
c0116,t006,3.0,3.0,145.0,Ing0506-3
c0117,t017,3.0,3.0,145.0,Ing0506-3
c0130,t018,3.0,2.0,153.0,Ing0506-3
c0148,t019,3.0,,-123.0,Ing0506-3
c0149,t020,3.0,3.0,123.0,Ing0506-3
c0150,t021,3.0,2.0,123.0,Ing0506-3
c0162,t022,3.0,3.0,123.0,Ing0506-3
c0163,t023,3.0,2.0,131.0,Ing0506-3
c0177,t011,3.0,3.0,90.0,Ing0506-3
c0179,t024,3.0,3.0,90.0,Ing0506-3
c0181,t025,3.0,3.0,90.0,Ing0506-3
c0198,t026,3.0,3.0,90.0,Ing0506-3
c0210,t027,3.0,3.0,133.0,Ing0506-3
c0214,t028,3.0,3.0,133.0,Ing0506-3
c0218,t029,3.0,3.0,110.0,Ing0506-3
c0223,t001,3.0,3.0,110.0,Ing0506-3
c0224,t030,3.0,3.0,138.0,Ing0506-3
c0226,t031,3.0,3.0,125.0,Ing0506-3
c0227,t032,3.0,3.0,105.0,Ing0506-3
c0233,t033,3.0,3.0,78.0,Ing0506-3
c0249,t034,3.0,3.0,70.0,Ing0506-3
c0254,t035,3.0,3.0,130.0,Ing0506-3
c0271,t036,3.0,3.0,130.0,Ing0506-3
c0409,t037,3.0,3.0,40.0,Ing0506-3
c0416,t033,3.0,3.0,24.0,Ing0506-3
c0420,t038,3.0,3.0,50.0,Ing0506-3
c0441,t039,5.0,4.0,62.0,Ing0506-3
c0456,t040,3.0,3.0,77.0,Ing0506-3
c0457,t041,,3.0,65.0,Ing0506-3
,t042,3.0,3.0,94.0,Ing0506-3
c0486,t043,3.0,2.0,80.0,Ing0506-3
c0491,t044,3.0,1.0,10.0,Ing0506-3
c0498,t045,3.0,3.0,47.0,Ing0506-3
c0501,t046,0.0,3.0,25.0,Ing0506-3
c0506,t047,3.0,2.0,35.0,Ing0506-3
c0510,t048,6.0,4.0,100.0,Ing0506-3
,t049,3.0,3.0,29.0,Ing0506-3
c0670,t020,3.0,3.0,40.0,Ing0506-3
c0738,t050,3.0,2.0,40.0,Ing0506-3
c0745,t051,3.0,3.0,97.0,Ing0506-3
c0773,t052,3.0,2.0,8.0,Ing0506-3
c0814,t053,5.0,4.0,3.0,Ing0506-3
c0825,t054,3.0,3.0,3.0,Ing0506-3
c0828,t055,3.0,3.0,10.0,Ing0506-3
c0845,t056,3.0,3.0,45.0,Ing0506-3
c0850,t057,3.0,3.0,45.0,Ing0506-3
c0856,t058,7.0,10.0,15.0,Ing0506-3
