course_id,teacher_id,n_lectures,min_working_days,n_students,instance
c0060,t009,30,3,140,Ing0304-3
c0094,t010,30,3,100,Ing0304-3
c0098,t011,30,3,85,Ing0304-3
c0104,t012,30,3,85,Ing0304-3
c0107,t013,30,3,100,Ing0304-3
c0112,t014,30,3,100,Ing0304-3
c0114,t015,30,3,85,Ing0304-3
c0116,t005,30,2,120,Ing0304-3
c0117,t016,30,3,120,Ing0304-3
c0130,t017,30,2,135,Ing0304-3
c0148,t018,30,3,120,Ing0304-3
c0149,t019,30,3,120,Ing0304-3
c0150,t020,30,2,120,Ing0304-3
c0177,t010,30,3,133,Ing0304-3
c0179,t021,30,3,140,Ing0304-3
c0181,t022,30,3,140,Ing0304-3
c0198,t023,30,3,90,Ing0304-3
c0210,t024,30,1,100,Ing0304-3
c0214,t025,30,3,143,Ing0304-3
c0218,t026,30,3,138,Ing0304-3
c0223,t001,30,3,138,Ing0304-3
c0224,t020,30,3,156,Ing0304-3
c0226,t027,30,2,110,Ing0304-3
c0227,t028,30,3,72,Ing0304-3
c0441,t029,50,4,30,Ing0304-3
c0249,t030,30,3,42,Ing0304-3
c0254,t031,30,3,145,Ing0304-3
c0271,t032,30,3,145,Ing0304-3
c0343,t033,30,3,47,Ing0304-3
c0344,t034,30,2,75,Ing0304-3
c0378,t035,30,3,132,Ing0304-3
c0409,t036,30,3,3,Ing0304-3
c0411,t037,30,3,126,Ing0304-3
c0457,t038,30,3,7,Ing0304-3
c0497,t007,30,3,5,Ing0304-3
c0503,t039,50,4,57,Ing0304-3
c0506,t040,30,2,29,Ing0304-3
c0527,t041,30,3,11,Ing0304-3
c0532,t023,30,3,46,Ing0304-3
c0534,t042,30,3,26,Ing0304-3
c0465,t043,50,4,67,Ing0304-3
c0737,t044,30,2,15,Ing0304-3
c0771,t045,40,2,33,Ing0304-3
c0883,t046,70,1,40,Ing0304-3
c0884,t047,70,1,59,Ing0304-3
c0901,t048,30,3,135,Ing0304-3
c0917,t049,30,3,29,Ing0304-3
c0918,t050,30,3,27,Ing0304-3
c0933,t051,30,2,4,Ing0304-3
c0938,t042,30,1,25,Ing0304-3
c0953,t052,70,1,50,Ing0304-3
c0969,t053,70,1,40,Ing0304-3
c0972,t054,70,1,15,Ing0304-3
c0978,t055,70,1,70,Ing0304-3
c0995,t056,30,3,2,Ing0304-3
c1007,t057,30,3,140,Ing0304-3
c0923,t048,50,4,40,Ing0304-3
c0798,t058,50,4,21,Ing0304-3
c0741,t059,50,4,105,Ing0304-3
c0196,t060,50,4,60,Ing0304-3
c0014,t061,50,4,59,Ing0304-3
c0233,nan,50,4,151,Ing0304-3
c0828,t063,50,4,19,Ing0304-3
c0456,t064,50,4,76,Ing0304-3
c0535,t065,50,4,75,Ing0304-3
c0510,t066,50,4,55,Ing0304-3
c0909,t067,30,3,45,Ing0304-3
c1001,t000,30,2,38,Ing0405-2
c1022,t001,30,3,3,Ing0405-2
c0103,t002,30,3,92,Ing0405-2
c1053,t003,30,2,15,Ing0405-2
c0106,t004,30,3,108,Ing0405-2
c0108,t005,30,3,70,Ing0405-2
c0110,t006,30,3,180,Ing0405-2
c0113,t007,30,3,117,Ing0405-2
c0115,t008,30,3,95,Ing0405-2
c0118,t009,30,3,20,Ing0405-2
c0119,t010,30,3,35,Ing0405-2
c0127,t011,30,3,70,Ing0405-2
c0129,t012,30,2,124,Ing0405-2
c0131,t013,30,3,59,Ing0405-2
c0132,t013,30,3,121,Ing0405-2
c0133,t014,30,2,121,Ing0405-2
c015a,t015,20,2,15,Ing0405-2
c0152,t016,30,3,124,Ing0405-2
c0153,t017,30,3,121,Ing0405-2
c0019,t018,30,3,38,Ing0405-2
c0191,t019,30,2,88,Ing0405-2
c0193,t020,30,3,103,Ing0405-2
c0195,t021,30,3,113,Ing0405-2
c0020,t022,30,3,15,Ing0405-2
c0201,t023,30,2,130,Ing0405-2
c0203,t024,30,3,132,Ing0405-2
c0206,t025,30,3,58,Ing0405-2
c0211,t026,30,3,110,Ing0405-2
c0213,t027,30,3,110,Ing0405-2
c0217,t028,30,3,110,Ing0405-2
c0219,t029,30,2,90,Ing0405-2
c0221,t030,30,3,95,Ing0405-2
c0225,t031,30,3,75,Ing0405-2
c0023,t032,30,3,123,Ing0405-2
c0230,t033,30,3,130,Ing0405-2
c0232,t034,30,3,35,Ing0405-2
c0238,t035,30,3,110,Ing0405-2
c0024,t036,30,3,35,Ing0405-2
c0252,t037,30,2,114,Ing0405-2
c0253,t038,30,3,60,Ing0405-2
c0257,t039,30,3,160,Ing0405-2
c0279,t035,30,3,78,Ing0405-2
c0411,t040,30,3,6,Ing0405-2
c0412,t041,30,3,0,Ing0405-2
c0418,t028,30,3,0,Ing0405-2
c0423,t042,30,3,0,Ing0405-2
c0428,t041,30,3,0,Ing0405-2
c0430,t033,30,3,59,Ing0405-2
c0432,t031,30,3,0,Ing0405-2
c0044,t043,30,3,189,Ing0405-2
c0443,t012,30,3,0,Ing0405-2
c0444,t044,30,3,0,Ing0405-2
c0449,t038,30,3,0,Ing0405-2
c0455,t045,30,2,50,Ing0405-2
c0464,t046,30,3,66,Ing0405-2
c0467,t047,30,3,23,Ing0405-2
c0047,t048,30,3,89,Ing0405-2
c0478,t049,30,3,35,Ing0405-2
c0479,t050,30,3,15,Ing0405-2
c0487,t051,30,2,24,Ing0405-2
c0049,t050,30,3,73,Ing0405-2
c0497,t052,30,5,5,Ing0405-2
c0503,t053,30,3,29,Ing0405-2
c0504,t054,30,3,5,Ing0405-2
c0512,t055,30,3,45,Ing0405-2
c0515,t056,40,3,105,Ing0405-2
c0520,t004,30,3,63,Ing0405-2
c0526,t007,30,3,10,Ing0405-2
c0530,t055,30,3,15,Ing0405-2
c0532,t000,30,3,20,Ing0405-2
c0534,t057,30,3,8,Ing0405-2
c0535,t010,30,3,15,Ing0405-2
c0537,t058,30,3,8,Ing0405-2
c0538,t058,30,3,8,Ing0405-2
c0539,t059,30,3,15,Ing0405-2
c0554,t022,30,3,25,Ing0405-2
c0056,t021,30,3,76,Ing0405-2
c0058,t006,30,3,89,Ing0405-2
c0602,t060,30,3,29,Ing0405-2
c0061,t061,30,3,73,Ing0405-2
c0062,t001,30,3,73,Ing0405-2
c0069,t062,30,3,76,Ing0405-2
c0007,t063,30,3,20,Ing0405-2
c0072,t064,30,2,95,Ing0405-2
c0723,t065,30,3,10,Ing0405-2
c0730,t048,30,3,6,Ing0405-2
c0737,t020,30,3,24,Ing0405-2
c0074,t066,30,2,17,Ing0405-2
c0742,t067,30,5,55,Ing0405-2
c0746,t068,30,3,89,Ing0405-2
c0076,t052,30,3,27,Ing0405-2
c0785,t069,30,3,137,Ing0405-2
c0789,t070,30,3,3,Ing0405-2
c0794,t071,30,3,3,Ing0405-2
c0795,t070,30,3,6,Ing0405-2
c0804,t072,30,2,3,Ing0405-2
c0807,t073,30,3,3,Ing0405-2
c0808,t074,30,3,9,Ing0405-2
c0812,t075,50,4,6,Ing0405-2
c0822,t076,30,3,3,Ing0405-2
c0835,t077,30,3,9,Ing0405-2
c088a,t015,40,4,55,Ing0405-2
c088b,t015,10,1,58,Ing0405-2
c0897,t078,30,3,14,Ing0405-2
c0009,t028,30,3,23,Ing0405-2
c0932,t079,30,3,40,Ing0405-2
c0936,t069,30,3,30,Ing0405-2
c0095,t080,30,3,70,Ing0405-2
c0955,t081,70,1,46,Ing0405-2
c0963,t082,70,1,57,Ing0405-2
c0883,t083,70,1,18,Ing0405-2
c0975,t084,70,1,18,Ing0405-2
nan,t085,70,1,46,Ing0405-2
c0998,t087,1,3,65,Ing0405-2
c0006,t000,20,2,75,Fis0506-2
c0007,t001,20,2,75,Fis0506-2
c0008,t002,90,2,75,Fis0506-2
c0009,t003,70,2,75,Fis0506-2
c0017,t004,30,3,65,Fis0506-2
c0018,t005,90,2,65,Fis0506-2
c0019,t006,80,2,65,Fis0506-2
c0079,t007,60,4,11,Fis0506-2
c0081,t008,60,4,8,Fis0506-2
c0082,t009,50,4,11,Fis0506-2
c0083,t010,50,4,11,Fis0506-2
c0085,t011,50,4,11,Fis0506-2
c0026,t012,60,4,52,Fis0506-2
c0027,t013,60,4,52,Fis0506-2
c0028,t014,30,3,52,Fis0506-2
c0034,t015,30,4,11,Fis0506-2
c0036,t016,60,4,11,Fis0506-2
c0038,t017,60,4,33,Fis0506-2
c0040,t018,50,4,33,Fis0506-2
c0042,t001,30,4,11,Fis0506-2
c0044,t002,50,4,11,Fis0506-2
c0045,t019,60,4,33,Fis0506-2
c0107,t020,60,4,20,Fis0506-2
c0108,t004,90,2,20,Fis0506-2
c0109,t021,40,3,20,Fis0506-2
c0110,t000,70,2,25,Fis0506-2
c0111,t022,1,2,25,Fis0506-2
c0113,t003,30,3,50,Fis0506-2
c0115,t003,60,4,20,Fis0506-2
c0116,t023,40,3,20,Fis0506-2
AntCul,t000,20,2,170,Let0506-2
ArcClaCS,t001,20,2,4,Let0506-2
ArcCla1,t002,30,3,31,Let0506-2
ArcCla2,t001,20,2,16,Let0506-2
ArcCriMed,t003,20,3,24,Let0506-2
ArcVicOriAnt,t004,30,3,13,Let0506-2
ArcStoArtMus,t005,20,2,60,Let0506-2
ArcMedCS,t003,20,2,4,Let0506-2
Archiv,t006,30,3,36,Let0506-2
ArchivCS,t006,30,3,6,Let0506-2
BioarcCS,t007,20,2,8,Let0506-2
Cartog,t008,1,3,5,Let0506-2
ChiResCS,t009,20,2,4,Let0506-2
Codico,t010,1,3,8,Let0506-2
CodicoCS,t010,20,2,6,Let0506-2
EcoAzi,t011,30,3,104,Let0506-2
EleInfSciCatBenCulM2,t012,20,2,24,Let0506-2
EleInfSciCatBenCulM3,t013,30,3,24,Let0506-2
EpiLat,t014,30,3,16,Let0506-2
Esteti,t015,30,3,74,Let0506-2
EtrAntIta,t016,30,3,26,Let0506-2
FilCla2,t017,30,3,14,Let0506-2
FilTeo,t018,30,3,33,Let0506-2
FonSoc,t019,30,3,41,Let0506-2
GeoTur,t020,30,3,104,Let0506-2
Geo1,t021,30,3,139,Let0506-2
Glotto,t022,30,3,18,Let0506-2
InfDoc,t023,30,3,121,Let0506-2
ItaScr,t024,20,2,67,Let0506-2
LabScr,t024,10,1,5,Let0506-2
LegBenCul2,t025,20,2,110,Let0506-2
LetCriAnt,t026,30,3,69,Let0506-2
LinLetGre1,t027,30,5,14,Let0506-2
LinLetLatCS,t028,20,2,6,Let0506-2
LinLetLat2,t028,30,3,27,Let0506-2
LinGreA,t029,20,2,26,Let0506-2
LinLatA,t030,20,2,53,Let0506-2
LinLatB,t031,30,3,86,Let0506-2
nan,t032,30,3,53,Let0506-2
LinIta,t033,30,3,32,Let0506-2
LogFilMat,t034,20,2,33,Let0506-2
MatTecAppArcM3,t035,20,2,8,Let0506-2
MatCarCosResEdiSto,t036,30,3,56,Let0506-2
MetRicStoArt,t037,20,2,18,Let0506-2
NumismCS,t038,20,2,4,Let0506-2
OrientCS,t039,20,2,4,Let0506-2
Paleoa,t007,30,3,22,Let0506-2
PalLat,t040,30,3,45,Let0506-2
PapiroCS,t041,20,2,13,Let0506-2
ProMedCS,t042,30,3,4,Let0506-2
PsiTur,t043,30,3,104,Let0506-2
SocArt,t019,1,3,24,Let0506-2
Sociol1,t019,30,3,143,Let0506-2
StoConCS,t044,20,2,15,Let0506-2
StoAntStaItaCS,t045,20,2,24,Let0506-2
StoColIstMus,t046,20,2,131,Let0506-2
StoDisGra,t047,20,2,18,Let0506-2
StoFriCS,t048,20,2,24,Let0506-2
StoLibSta,t049,30,3,20,Let0506-2
StoLibStaCSM1,t050,20,2,6,Let0506-2
StoLibStaCSM2,t051,20,2,6,Let0506-2
StoRes,t052,30,3,48,Let0506-2
StoArc,t002,30,3,14,Let0506-2
StoArcCon,t053,20,2,63,Let0506-2
StoArcMed,t054,20,5,33,Let0506-2
StoArt,t055,30,3,90,Let0506-2
StoCriArt,t056,20,2,54,Let0506-2
StoFilCS,t057,20,2,21,Let0506-2
StoFilMedCS,t058,20,2,23,Let0506-2
StoLinItaCS,t033,20,2,24,Let0506-2
StoMus,t059,20,2,59,Let0506-2
StoProArtCulMatMed,t060,20,2,59,Let0506-2
StoArtCon2CS,t061,20,2,6,Let0506-2
StoArtMod2CS,t062,20,2,6,Let0506-2
StoBib,t013,30,3,5,Let0506-2
StoTecArtM12,t063,30,3,36,Let0506-2
StoTecArtM3,t064,30,3,18,Let0506-2
StoTecArtCS,t065,20,2,6,Let0506-2
StoCriCin,t066,20,2,65,Let0506-2
StoTecFot,t067,20,2,126,Let0506-2
StoGre,t068,30,3,58,Let0506-2
StoMed2,t069,30,3,115,Let0506-2
StoModCS,t070,20,2,15,Let0506-2
StoMod2,t048,30,3,104,Let0506-2
StoRom,t071,20,2,76,Let0506-2
StoRomCS,t071,20,2,15,Let0506-2
TedUma,t072,30,3,3,Let0506-2
TopRilMonAnt,t073,30,3,29,Let0506-2
c0012,t000,30,3,40,Ing0506-3
c0013,t001,30,3,23,Ing0506-3
c0014,t002,30,3,42,Ing0506-3
c0035,t003,30,3,20,Ing0506-3
c0036,t004,30,3,23,Ing0506-3
c0045,t005,30,3,120,Ing0506-3
c0052,t006,30,3,230,Ing0506-3
c0053,t007,30,3,90,Ing0506-3
c0055,t008,30,5,90,Ing0506-3
c0057,t009,30,3,120,Ing0506-3
c0060,t010,30,3,130,Ing0506-3
nan,t011,30,3,100,Ing0506-3
c0098,t012,30,3,100,Ing0506-3
c0104,t013,30,3,100,Ing0506-3
c0107,t014,30,3,100,Ing0506-3
c0112,t015,30,3,100,Ing0506-3
c0114,t016,30,3,100,Ing0506-3
c0116,t006,30,3,145,Ing0506-3
c0117,t017,30,3,145,Ing0506-3
c0130,t018,30,2,153,Ing0506-3
c0148,t019,30,3,123,Ing0506-3
c0149,t020,30,3,123,Ing0506-3
c0150,t021,30,2,123,Ing0506-3
c0162,t022,30,3,123,Ing0506-3
c0163,t023,30,2,131,Ing0506-3
c0177,t011,30,3,90,Ing0506-3
c0179,t024,30,3,90,Ing0506-3
c0181,t025,30,3,90,Ing0506-3
c0198,t026,30,3,90,Ing0506-3
c0210,t027,30,3,133,Ing0506-3
c0214,t028,30,3,133,Ing0506-3
c0218,t029,30,3,110,Ing0506-3
c0223,t001,30,3,110,Ing0506-3
c0224,t030,30,3,138,Ing0506-3
c0226,t031,30,3,125,Ing0506-3
c0227,t032,30,3,105,Ing0506-3
c0233,t033,30,3,78,Ing0506-3
c0249,t034,30,3,70,Ing0506-3
c0254,t035,30,3,130,Ing0506-3
c0271,t036,30,3,130,Ing0506-3
c0409,t037,30,3,40,Ing0506-3
c0416,t033,30,3,24,Ing0506-3
c0420,t038,30,3,50,Ing0506-3
c0441,t039,50,4,62,Ing0506-3
c0456,t040,30,3,77,Ing0506-3
c0457,t041,30,3,65,Ing0506-3
c0486,t043,30,2,80,Ing0506-3
c0491,t044,30,1,10,Ing0506-3
c0498,t045,30,3,47,Ing0506-3
c0501,t046,1,3,25,Ing0506-3
c0506,t047,30,2,35,Ing0506-3
c0510,t048,60,4,100,Ing0506-3
c0670,t020,30,3,40,Ing0506-3
c0738,t050,30,2,40,Ing0506-3
c0745,t051,30,3,97,Ing0506-3
c0773,t052,30,2,8,Ing0506-3
c0814,t053,50,4,3,Ing0506-3
c0825,t054,30,3,3,Ing0506-3
c0828,t055,30,3,10,Ing0506-3
c0845,t056,30,3,45,Ing0506-3
c0850,t057,30,3,45,Ing0506-3
c0856,t058,70,5,15,Ing0506-3
c0866,t059,70,2,15,Ing0506-3
c0869,t060,70,2,15,Ing0506-3
c0882,t061,70,2,40,Ing0506-3
c0884,t062,70,2,40,Ing0506-3
c0899,t063,30,2,56,Ing0506-3
c0901,t064,30,3,153,Ing0506-3
c0933,t065,30,3,30,Ing0506-3
c0947,t066,70,2,40,Ing0506-3
c0953,t067,70,2,50,Ing0506-3
c0969,t068,70,2,40,Ing0506-3
c0972,t069,70,2,50,Ing0506-3
c0978,t070,70,2,53,Ing0506-3
c0985,t071,70,2,40,Ing0506-3
c1007,t072,30,3,120,Ing0506-3
c1044,t073,70,2,43,Ing0506-3
c0798,t074,50,4,5,Ing0506-3
c0741,t075,60,4,147,Ing0506-3
c0196,t076,50,4,105,Ing0506-3
c0772,t000,30,3,6,Ing0708-1
c0793,t000,30,3,10,Ing0708-1
c0803,t001,30,2,20,Ing0708-1
c0806,t002,30,3,10,Ing0708-1
c0816,t003,30,3,24,Ing0708-1
c0820,t003,30,3,16,Ing0708-1
c0821,t002,30,3,16,Ing0708-1
c0823,t004,30,3,19,Ing0708-1
c0824,t002,30,3,16,Ing0708-1
c0826,t004,30,3,19,Ing0708-1
c0830,t005,30,3,29,Ing0708-1
c0836,t006,30,3,46,Ing0708-1
c0935,t007,60,4,80,Ing0708-1
c1009,t000,30,2,82,Ing0708-1
c1013,t008,30,3,60,Ing0708-1
c1027,t009,60,5,115,Ing0708-1
c1031,t010,60,5,90,Ing0708-1
c1033,t011,60,5,90,Ing0708-1
c1057,t001,30,3,30,Ing0708-1
c1067,t012,30,1,15,Ing0708-1
c1068,t013,30,3,38,Ing0708-1
c1074,t014,30,3,15,Ing0708-1
c0006,t015,30,3,29,Ing0708-1
c0011,t006,30,3,18,Ing0708-1
c0018,t016,30,3,28,Ing0708-1
c0026,t017,30,3,35,Ing0708-1
c0027,t018,30,3,25,Ing0708-1
c0046,t019,30,3,79,Ing0708-1
c0050,t020,1,1,55,Ing0708-1
c0051,t021,30,3,104,Ing0708-1
c0059,t022,30,3,104,Ing0708-1
c0064,t023,30,3,55,Ing0708-1
c0073,t024,30,3,42,Ing0708-1
c0080,t025,30,3,31,Ing0708-1
c0091,t026,30,3,17,Ing0708-1
c0097,t027,30,3,80,Ing0708-1
c0099,t028,30,3,130,Ing0708-1
c0101,t029,30,3,80,Ing0708-1
c0105,t030,30,3,153,Ing0708-1
c0109,t001,30,5,80,Ing0708-1
c0180,t031,30,3,160,Ing0708-1
c0184,t032,30,3,105,Ing0708-1
c0185,t033,30,3,105,Ing0708-1
c0189,t034,30,3,80,Ing0708-1
c0199,t035,30,3,80,Ing0708-1
c0200,t036,30,3,80,Ing0708-1
c0212,t037,30,3,112,Ing0708-1
c0215,t038,30,3,83,Ing0708-1
c0216,t039,30,2,112,Ing0708-1
c0220,t040,30,3,80,Ing0708-1
c0228,t041,30,3,83,Ing0708-1
c0231,t042,30,3,67,Ing0708-1
c0243,t039,30,3,55,Ing0708-1
c0247,t043,30,3,78,Ing0708-1
c0261,t044,30,3,125,Ing0708-1
c0281,t045,30,3,58,Ing0708-1
c0422,t040,30,1,35,Ing0708-1
c0427,t046,30,3,60,Ing0708-1
c0429,t047,30,3,130,Ing0708-1
c0433,t048,30,3,15,Ing0708-1
c0439,nan,30,3,30,Ing0708-1
c0440,t050,30,3,15,Ing0708-1
c0442,t051,30,3,15,Ing0708-1
c0446,t052,30,2,5,Ing0708-1
c0450,t053,30,2,82,Ing0708-1
c0452,t054,30,3,60,Ing0708-1
c1089,t055,60,5,130,Ing0708-1
c0462,t056,30,3,81,Ing0708-1
c0463,t057,30,3,81,Ing0708-1
c0474,t058,30,2,68,Ing0708-1
c0484,t059,30,3,38,Ing0708-1
c0495,t060,30,3,19,Ing0708-1
c0516,t030,30,3,40,Ing0708-1
c0519,t061,50,5,75,Ing0708-1
c0524,t027,30,2,45,Ing0708-1
c0533,t062,30,3,40,Ing0708-1
c0536,t063,30,5,15,Ing0708-1
c0600,t064,30,3,37,Ing0708-1
c0718,t065,30,3,5,Ing0708-1
c0513,t066,60,3,70,Ing0708-1
c0767,t065,30,3,63,Ing0708-1
c1180,t067,30,3,75,Ing0708-1
c1020,t012,30,3,25,Ing0708-1
c1058,t059,30,3,55,Ing0708-1
c0768,t026,30,3,40,Ing0708-1
ChiGenAn,t000,30,3,150,Ing0203-1
GeoAn,t001,30,3,160,Ing0203-1
CamEleAn,t002,30,3,24,Ing0203-1
FonChiAn,t003,30,3,49,Ing0203-1
IngConAn,t004,30,3,100,Ing0203-1
StrIndAn,t005,30,3,24,Ing0203-1
TecCosAn,t006,30,3,20,Ing0203-1
Mat1Cn,t007,30,4,170,Ing0203-1
MecRazCn,t008,30,3,150,Ing0203-1
DisCn,t009,30,3,150,Ing0203-1
TecMatCn,t010,30,3,110,Ing0203-1
ArcTecCn,t011,30,3,80,Ing0203-1
DisEdiCn,t009,30,3,44,Ing0203-1
Idr2Cn,t012,30,3,64,Ing0203-1
Mat1En,t013,50,4,100,Ing0203-1
ChiStaEn,t014,30,3,130,Ing0203-1
ConAutEn,t015,30,3,130,Ing0203-1
RetLogEn,t016,30,2,92,Ing0203-1
TeoRetEn,t017,30,5,130,Ing0203-1
ComEleEn,t018,30,3,130,Ing0203-1
EleSis1En,t019,30,2,105,Ing0203-1
MetMatEn,t008,30,5,32,Ing0203-1
RetCal1G1n,t020,30,3,205,Ing0203-1
Mat1G2n,t021,50,4,170,Ing0203-1
ChiG2n,t000,30,3,210,Ing0203-1
DisComEsG2n,t022,10,1,100,Ing0203-1
FonMecG2n,t023,30,3,210,Ing0203-1
TerAppG2n,t024,30,3,100,Ing0203-1
CalProG2n,t025,30,3,48,Ing0203-1
Mat1Mn,t026,50,4,100,Ing0203-1
DisIndMn,t022,20,2,210,Ing0203-1
DisIndEsMn,t022,10,1,110,Ing0203-1
FluMn,t027,30,3,110,Ing0203-1
ComMecMn,t028,30,3,110,Ing0203-1
nan,t029,30,3,110,Ing0203-1
TecMec1Mn,t030,30,3,325,Ing0203-1
Mat1Ar,t031,30,3,150,Ing0203-1
FonInfAr,t032,30,5,150,Ing0203-1
LabEle1Ar,t033,70,1,50,Ing0203-1
LabEle2Ar,t034,70,1,50,Ing0203-1
LabEle3Ar,t035,70,1,50,Ing0203-1
GeoAppAns,t036,30,3,12,Ing0203-1
IdrNumAns,t037,30,3,12,Ing0203-1
MecSuoAns,t001,30,3,4,Ing0203-1
PriIngAns,t038,30,3,4,Ing0203-1
StaPenAns,t004,30,3,8,Ing0203-1
StaAns,t025,30,3,12,Ing0203-1
ArcTecCns,t011,30,3,16,Ing0203-1
EleTel1Ens,t039,30,3,73,Ing0203-1
SisTel1Ens,t040,30,3,23,Ing0203-1
AppIndGns,t041,30,3,122,Ing0203-1
RetCal2Gns,t020,30,2,12,Ing0203-1
TecCos1Cv,t042,30,3,59,Ing0203-1
StoArcCv,t043,50,4,48,Ing0203-1
TeoStr1Cv,t044,1,3,28,Ing0203-1
MecCom1Cv,t045,30,3,32,Ing0203-1
ArcComCv,t046,30,3,70,Ing0203-1
CalAut1Cv,t047,30,3,35,Ing0203-1
CosZonCv,t042,30,3,30,Ing0203-1
ImpTec1Cv,t048,30,3,98,Ing0203-1
IdrAppCv,t049,50,4,30,Ing0203-1
RivSpeCv,t050,50,4,30,Ing0203-1
CalEle1Ev,t051,30,3,93,Ing0203-1
CamEle1Ev,t052,30,3,110,Ing0203-1
EleIndEv,t053,50,4,82,Ing0203-1
GesAziGv,t054,50,4,224,Ing0203-1
ChiInd1Gv,t055,50,4,44,Ing0203-1
OrgPro1Gv,t056,30,2,210,Ing0203-1
Mac1Mv,t057,50,5,120,Ing0203-1
TerAppMv,t058,50,4,64,Ing0203-1
DisAssMv,nan,50,4,65,Ing0203-1
MecVibMn,t060,50,5,65,Ing0203-1
c0006,t000,30,3,31,Ing0607-1
c0011,t001,30,3,15,Ing0607-1
c0018,t002,30,3,19,Ing0607-1
nan,t003,30,3,27,Ing0607-1
c0027,t002,30,3,27,Ing0607-1
c0046,t004,30,3,75,Ing0607-1
c0050,t005,30,1,55,Ing0607-1
c0051,t006,30,3,100,Ing0607-1
c0059,t007,1,3,100,Ing0607-1
c0064,t008,30,3,55,Ing0607-1
c0073,t009,30,2,25,Ing0607-1
c0080,t010,30,3,29,Ing0607-1
c0085,t011,30,3,55,Ing0607-1
c0091,t011,30,3,15,Ing0607-1
c0097,t012,30,3,80,Ing0607-1
c0099,t013,30,3,125,Ing0607-1
c0101,t014,30,3,80,Ing0607-1
c0105,t015,50,3,153,Ing0607-1
c0109,t016,30,3,80,Ing0607-1
c0128,t017,30,3,150,Ing0607-1
c0137,t018,30,5,168,Ing0607-1
c0142,t019,1,2,150,Ing0607-1
c0143,t020,30,3,105,Ing0607-1
c0154,t021,30,2,105,Ing0607-1
c0180,t000,30,3,160,Ing0607-1
c0184,t022,30,3,105,Ing0607-1
c0185,t023,30,2,105,Ing0607-1
c0189,t024,30,3,80,Ing0607-1
c0199,t025,30,3,80,Ing0607-1
c0200,t026,30,3,80,Ing0607-1
c0202,t027,30,3,75,Ing0607-1
c0212,t028,30,3,114,Ing0607-1
c0215,t029,30,3,83,Ing0607-1
c0216,t030,30,2,114,Ing0607-1
c0220,t031,30,3,78,Ing0607-1
c0228,t032,30,3,83,Ing0607-1
c0231,t033,30,3,65,Ing0607-1
c0243,t030,30,3,55,Ing0607-1
c0247,t034,30,3,58,Ing0607-1
c0261,t035,30,3,109,Ing0607-1
c0281,t036,30,3,49,Ing0607-1
c0417,t037,30,3,15,Ing0607-1
c0422,t031,1,3,35,Ing0607-1
c0427,t038,30,3,58,Ing0607-1
c0429,t039,30,3,125,Ing0607-1
c0433,t040,30,2,15,Ing0607-1
c0439,t041,30,3,30,Ing0607-1
c0440,t042,30,3,15,Ing0607-1
c0442,t043,30,3,15,Ing0607-1
c0446,t044,30,3,5,Ing0607-1
c0450,t022,30,3,65,Ing0607-1
c0452,t045,30,3,49,Ing0607-1
c0462,t046,1,3,66,Ing0607-1
c0463,t047,30,3,66,Ing0607-1
c0474,t048,30,3,42,Ing0607-1
c0484,t049,30,3,59,Ing0607-1
c0495,t050,30,3,16,Ing0607-1
c0513,t051,60,4,70,Ing0607-1
c0516,t052,30,5,40,Ing0607-1
c0524,t012,30,2,45,Ing0607-1
c0519,t053,50,5,75,Ing0607-1
c0533,t054,30,3,40,Ing0607-1
c0536,t055,30,3,15,Ing0607-1
c0600,t056,30,3,31,Ing0607-1
c0718,t057,30,3,5,Ing0607-1
c0793,t058,30,3,10,Ing0607-1
c0803,t016,30,3,15,Ing0607-1
c0806,t059,30,3,10,Ing0607-1
c0816,t060,30,3,59,Ing0607-1
c0820,t060,30,3,16,Ing0607-1
c0821,t061,30,3,16,Ing0607-1
c0823,t062,30,3,19,Ing0607-1
c0824,t061,30,3,16,Ing0607-1
c0826,t062,30,3,19,Ing0607-1
c0830,t063,30,3,29,Ing0607-1
c0836,t001,30,3,46,Ing0607-1
c0839,t064,30,3,10,Ing0607-1
c0840,t065,30,3,30,Ing0607-1
c0841,t066,30,3,10,Ing0607-1
c0846,t065,30,3,30,Ing0607-1
c0848,t067,30,3,10,Ing0607-1
c0852,t068,30,2,30,Ing0607-1
c0855,t069,70,2,30,Ing0607-1
c0857,t070,70,1,10,Ing0607-1
c0881,t071,30,3,100,Ing0607-1
c0896,t072,30,5,105,Ing0607-1
c0899,t073,30,2,86,Ing0607-1
c0935,t074,60,4,80,Ing0607-1
c0949,t075,70,2,50,Ing0607-1
c0951,t076,70,2,10,Ing0607-1
c0961,t077,70,2,15,Ing0607-1
c0965,t078,70,2,40,Ing0607-1
c1009,t079,30,2,76,Ing0607-1
c1013,t080,1,3,60,Ing0607-1
c1023,t081,30,3,130,Ing0607-1
c1027,t082,50,5,110,Ing0607-1
c1028,t081,30,3,110,Ing0607-1
c1031,t083,50,3,90,Ing0607-1
c1032,t081,30,3,90,Ing0607-1
c1033,t084,50,4,100,Ing0607-1
c1034,t081,30,3,59,Ing0607-1
c1042,t085,30,3,100,Ing0607-1
c1057,t016,30,3,30,Ing0607-1
c1067,t086,30,3,15,Ing0607-1
c1068,t087,30,3,38,Ing0607-1
c1089,t088,50,4,130,Ing0607-1
c1020,t086,30,3,22,Ing0607-1
