curriculum_id,course_id,instance
q056,StoCon,Let0405-1
q056,LinLetGre1,Let0405-1
q056,StoArtCon1,Let0405-1
q057,Bibgra,Let0405-1
q057,LetIta1,Let0405-1
q057,StoCon,Let0405-1
q057,LinLetLat1,Let0405-1
q057,StoArtMed1,Let0405-1
q058,Bibgra,Let0405-1
q058,LetIta1,Let0405-1
q058,StoCon,Let0405-1
q058,LinLetLat1,Let0405-1
q058,StoArtMod1,Let0405-1
q059,LetIta1,Let0405-1
q059,StoCon,Let0405-1
q059,LinLetLat1,Let0405-1
q059,StoArtCon1,Let0405-1
q060,ArcPae,Let0405-1
q060,StoCon,Let0405-1
q060,StoMod1,Let0405-1
q060,InfArcBib,Let0405-1
q061,ArcPae,Let0405-1
q061,StoCon,Let0405-1
q061,LinLetGre1,Let0405-1
q062,ArcPae,Let0405-1
q062,StoCon,Let0405-1
q062,StoMod1,Let0405-1
q062,LinLetLat1,Let0405-1
q063,ArcPae,Let0405-1
q063,StoMod1,Let0405-1
q063,ResBenArcLib,Let0405-1
q064,ArcPae,Let0405-1
q064,StoCon,Let0405-1
q064,StoMod1,Let0405-1
q064,TeoTecCatCla,Let0405-1
q065,ArcPae,Let0405-1
q065,StoCon,Let0405-1
q065,nan,Let0405-1
q066,StoCon,Let0405-1
q066,InfArcBib,Let0405-1
q066,LinLetLat1,Let0405-1
q067,InfArcBib,Let0405-1
q067,ResBenArcLib,Let0405-1
q068,ArcPae,Let0405-1
q068,InfArcBib,Let0405-1
q068,TeoTecCatCla,Let0405-1
q069,ArcPae,Let0405-1
q069,StoCon,Let0405-1
q069,LinLetLat1,Let0405-1
q070,ArcPae,Let0405-1
q070,StoCon,Let0405-1
q070,LinLetGre1,Let0405-1
q070,ResBenArcLib,Let0405-1
q071,ArcPae,Let0405-1
q071,StoCon,Let0405-1
q071,LinLetGre1,Let0405-1
q071,TeoTecCatCla,Let0405-1
q072,LinLetLat1,Let0405-1
q072,ResBenArcLib,Let0405-1
q073,ArcPae,Let0405-1
q073,LinLetLat1,Let0405-1
q073,TeoTecCatCla,Let0405-1
q074,ArcPae,Let0405-1
q074,StoCon,Let0405-1
q074,ResBenArcLib,Let0405-1
q074,TeoTecCatCla,Let0405-1
q075,ArcPae,Let0405-1
q075,StoMod1,Let0405-1
q075,LinLetGre1,Let0405-1
nan,ArcPae,Let0405-1
q076,StoMod1,Let0405-1
q076,InfArcBib,Let0405-1
q076,LinLetLat1,Let0405-1
q077,ArcPae,Let0405-1
q077,StoMod1,Let0405-1
q077,InfArcBib,Let0405-1
q077,ResBenArcLib,Let0405-1
q078,ArcPae,Let0405-1
nan,StoMod1,Let0405-1
q078,InfArcBib,Let0405-1
q078,TeoTecCatCla,Let0405-1
q079,ArcPae,Let0405-1
q079,StoMod1,Let0405-1
q079,LinLetGre1,Let0405-1
q079,LinLetLat1,Let0405-1
q080,ArcPae,Let0405-1
q080,StoMod1,Let0405-1
q080,LinLetGre1,Let0405-1
q080,ResBenArcLib,Let0405-1
q081,ArcPae,Let0405-1
q081,StoMod1,Let0405-1
q081,LinLetGre1,Let0405-1
q081,TeoTecCatCla,Let0405-1
q082,ArcPae,Let0405-1
q082,StoMod1,Let0405-1
q082,LinLetLat1,Let0405-1
q083,ArcPae,Let0405-1
q083,LinLetLat1,Let0405-1
q083,TeoTecCatCla,Let0405-1
q084,ArcPae,Let0405-1
q084,StoMod1,Let0405-1
q084,ResBenArcLib,Let0405-1
q084,TeoTecCatCla,Let0405-1
q085,LetIta1,Let0405-1
q085,StoArtMed1,Let0405-1
q085,LinLatB,Let0405-1
q085,IcoIcoA,Let0405-1
q086,StoMod1,Let0405-1
q086,StoArtMod1,Let0405-1
q086,LegBenCul1,Let0405-1
q087,StoMod1,Let0405-1
q087,StoArtMod1,Let0405-1
q087,LegBenCul1,Let0405-1
q087,IcoIcoA,Let0405-1
q088,StoMod1,Let0405-1
q088,LegBenCul1,Let0405-1
q088,MetRicStoArt,Let0405-1
q089,StoArtLatAmeA,Let0405-1
q090,StoCon,Let0405-1
q090,StoArtCon1,Let0405-1
q090,ArcPae,Let0405-1
q091,StoArtCon1,Let0405-1
q091,StoArtLatAmeA,Let0405-1
q091,ArcPae,Let0405-1
q091,StoFil1,Let0405-1
q092,StoCon,Let0405-1
q092,StoArtLatAmeA,Let0405-1
q092,ArcPae,Let0405-1
q092,PsiArt,Let0405-1
q093,StoArc,Let0405-1
q093,LegBenCul1,Let0405-1
q093,AntCul1,Let0405-1
q094,LegBenCul1,Let0405-1
q094,AntCul1,Let0405-1
q095,StoArt,Let0405-1
q095,LegBenCul1,Let0405-1
q095,AntCul1,Let0405-1
q095,StoMod1,Let0405-1
q096,StoArt,Let0405-1
q096,LegBenCul1,Let0405-1
q096,AntCul1,Let0405-1
q096,StoCon,Let0405-1
q100,StoVicOriAnt,Let0405-1
q100,ArcEge,Let0405-1
q100,BioArcCS,Let0405-1
q100,StoGreCS,Let0405-1
q101,StoVicOriAnt,Let0405-1
q101,Papiro,Let0405-1
q101,BioArcCS,Let0405-1
q101,StoGreCS,Let0405-1
q102,PrePro,Let0405-1
q102,ArcEge,Let0405-1
q102,BioArcCS,Let0405-1
q102,Papiro,Let0405-1
q103,PrePro,Let0405-1
q103,Papiro,Let0405-1
q103,BioArcCS,Let0405-1
q103,StoGreCS,Let0405-1
q104,Antrop,Let0405-1
nan,BibgraCS,Let0405-1
q105,LegBenCul2,Let0405-1
q105,StoMod1,Let0405-1
q106,BibgraCS,Let0405-1
q106,LegBenCul2,Let0405-1
q106,StoCon,Let0405-1
q108,Papiro,Let0405-1
q108,LinLetLat1,Let0405-1
q109,Papiro,Let0405-1
q109,LetIta4CS,Let0405-1
q110,Papiro,Let0405-1
q110,BibgraCS,Let0405-1
q111,BibgraCS,Let0405-1
q111,LinLetLat1,Let0405-1
q112,BibgraCS,Let0405-1
q112,LetIta4CS,Let0405-1
q113,LegBenCul2,Let0405-1
q113,AntCul1,Let0405-1
q114,LegBenCul2,Let0405-1
q114,AntCul1,Let0405-1
q114,StoArtMed2CS,Let0405-1
q114,ArcCla1,Let0405-1
q114,IcoIcoB,Let0405-1
q114,MetRicStoArt,Let0405-1
q115,LegBenCul2,Let0405-1
q115,StoArtMed2CS,Let0405-1
q115,ArcCla1,Let0405-1
q115,IcoIcoB,Let0405-1
q120,LegBenCul2,Let0405-1
q120,StoArtMed2CS,Let0405-1
q120,IcoIcoA,Let0405-1
q120,MetRicStoArt,Let0405-1
q120,StoArtLatAmeA,Let0405-1
q121,LegBenCul2,Let0405-1
q121,AntCul1,Let0405-1
q121,StoArtMed2CS,Let0405-1
q121,ArcCla1,Let0405-1
q121,IcoIcoB,Let0405-1
q121,MetRicStoArt,Let0405-1
q121,StoArtLatAmeA,Let0405-1
q122,LegBenCul2,Let0405-1
q122,StoArtMed2CS,Let0405-1
q122,ArcCla1,Let0405-1
q122,IcoIcoA,Let0405-1
q122,StoArtLatAmeA,Let0405-1
q123,LegBenCul2,Let0405-1
q123,AntCul1,Let0405-1
q123,StoArtMed2CS,Let0405-1
q123,ArcCla1,Let0405-1
q123,MetRicStoArt,Let0405-1
q123,StoArtLatAmeA,Let0405-1
q124,ChiAppBenCul,Let0405-1
q124,StoFil1,Let0405-1
q125,ChiAppBenCul,Let0405-1
q125,PsiArt,Let0405-1
q126,AntCul1,Let0405-1
q127,FilTesItaCS,Let0405-1
q127,Bibeco,Let0405-1
q127,StoArtMed1,Let0405-1
q128,FilTesItaCS,Let0405-1
q128,Bibeco,Let0405-1
q128,nan,Let0405-1
q128,StoArtMod1,Let0405-1
q129,FilTesItaCS,Let0405-1
q129,Bibeco,Let0405-1
q129,StoArtCon1,Let0405-1
q130,FilTesItaCS,Let0405-1
nan,Bibeco,Let0405-1
nan,StoMedCS,Let0405-1
q130,nan,Let0405-1
q131,FilTesItaCS,Let0405-1
q131,Bibeco,Let0405-1
q131,StoMedCS,Let0405-1
q131,IcoIcoB,Let0405-1
q132,FilTesItaCS,Let0405-1
q132,StoMedCS,Let0405-1
q132,StoArtMed1,Let0405-1
q133,FilTesItaCS,Let0405-1
q133,Bibgra,Let0405-1
q133,StoMedCS,Let0405-1
q133,StoArtMod1,Let0405-1
q134,FilTesItaCS,Let0405-1
q134,StoMedCS,Let0405-1
q135,FilTesItaCS,Let0405-1
q135,Bibgra,Let0405-1
q135,StoMedCS,Let0405-1
q135,IcoIcoA,Let0405-1
q136,FilTesItaCS,Let0405-1
q136,StoMedCS,Let0405-1
q136,IcoIcoB,Let0405-1
q137,LetIta4CS,Let0405-1
q137,LinLetLat1,Let0405-1
q139,Papiro,Let0405-1
q139,LinLetLat1,Let0405-1
q139,EpiGre,Let0405-1
q139,LetCriAnt,Let0405-1
q139,StoGreCS,Let0405-1
q140,LetCriAnt,Let0405-1
q140,FilSem,Let0405-1
q142,LinLetLat1,Let0405-1
q142,Papiro,Let0405-1
q142,EpiGre,Let0405-1
q142,PrePro,Let0405-1
q142,ArcEge,Let0405-1
q142,Numism,Let0405-1
q143,StoGreCS,Let0405-1
q143,Papiro,Let0405-1
q144,StoCriChi,Let0405-1
q144,Numism,Let0405-1
q144,StoMedCS,Let0405-1
q145,AntCul1,Let0405-1
q145,StoArtMed1,Let0405-1
q146,StoArtMod1,Let0405-1
q147,AntCul1,Let0405-1
q147,StoArtCon1,Let0405-1
q148,AntCul1,Let0405-1
q149,AntCul1,Let0405-1
q149,IcoIcoB,Let0405-1
q150,AntCul1,Let0405-1
q150,StoArtLatAmeA,Let0405-1
q000,c1034,Ing0506-1
q001,c0180,Ing0506-1
q001,c0097,Ing0506-1
q001,c0101,Ing0506-1
q002,c0099,Ing0506-1
q002,c0105,Ing0506-1
q002,c0935,Ing0506-1
q003,c1023,Ing0506-1
q003,c1089,Ing0506-1
q004,c0006,Ing0506-1
q004,c0212,Ing0506-1
q005,nan,Ing0506-1
q005,c0212,Ing0506-1
q005,c0085,Ing0506-1
q006,c0006,Ing0506-1
q006,c0216,Ing0506-1
q006,c0427,Ing0506-1
q007,c0011,Ing0506-1
q007,c0018,Ing0506-1
q007,c0026,Ing0506-1
q007,c0027,Ing0506-1
q007,c1020,Ing0506-1
q008,c0231,Ing0506-1
q008,c0220,Ing0506-1
q008,c0427,Ing0506-1
q008,c0080,Ing0506-1
q009,c0823,Ing0506-1
q009,nan,Ing0506-1
q009,c0826,Ing0506-1
q009,c0898,Ing0506-1
q009,c0830,Ing0506-1
q010,c1028,Ing0506-1
q011,c0051,Ing0506-1
q011,c0059,Ing0506-1
q011,c1009,Ing0506-1
q011,c1013,Ing0506-1
q012,c0050,Ing0506-1
q012,c0064,Ing0506-1
q012,c1058,Ing0506-1
q012,c0046,Ing0506-1
q013,c0050,Ing0506-1
q013,c0064,Ing0506-1
q013,c0073,Ing0506-1
q013,c1058,Ing0506-1
q014,c0050,Ing0506-1
q014,nan,Ing0506-1
q014,c1058,Ing0506-1
q017,c0212,Ing0506-1
q017,c0006,Ing0506-1
q017,c0216,Ing0506-1
q017,c0228,Ing0506-1
q019,c0220,Ing0506-1
q019,c0231,Ing0506-1
q019,c0085,Ing0506-1
q020,c0220,Ing0506-1
q020,c0243,Ing0506-1
q020,c0247,Ing0506-1
q020,c0137,Ing0506-1
q021,c0220,Ing0506-1
q021,c0137,Ing0506-1
q021,c0247,Ing0506-1
q022,c1031,Ing0506-1
q022,c1032,Ing0506-1
q023,c0180,Ing0506-1
q023,c0189,Ing0506-1
q023,c0199,Ing0506-1
q023,c0200,Ing0506-1
q024,c0184,Ing0506-1
q024,c0185,Ing0506-1
q024,c0202,Ing0506-1
q025,c0184,Ing0506-1
q025,c0185,Ing0506-1
q025,c0105,Ing0506-1
q025,c0018,Ing0506-1
q026,c0184,Ing0506-1
q026,c0185,Ing0506-1
q026,c0105,Ing0506-1
q026,c0429,Ing0506-1
q027,c0154,Ing0506-1
q027,c0896,Ing0506-1
q027,c0961,Ing0506-1
q028,c0154,Ing0506-1
nan,c0896,Ing0506-1
q028,c0957,Ing0506-1
q029,c0154,Ing0506-1
q029,c0896,Ing0506-1
q029,c0959,Ing0506-1
q030,c0142,Ing0506-1
q030,c0951,Ing0506-1
q031,c0142,Ing0506-1
q031,c0881,Ing0506-1
q031,c0965,Ing0506-1
q032,c0128,Ing0506-1
nan,c0142,Ing0506-1
q032,c0898,Ing0506-1
q033,c0128,Ing0506-1
q033,c0881,Ing0506-1
q033,c0949,Ing0506-1
q034,c0137,Ing0506-1
q034,c0143,Ing0506-1
q034,c1042,Ing0506-1
q035,c0137,Ing0506-1
q035,c0143,Ing0506-1
q038,c0046,Ing0506-1
q038,c0051,Ing0506-1
q038,c0059,Ing0506-1
q039,c0184,Ing0506-1
q039,c0185,Ing0506-1
q039,c0261,Ing0506-1
q039,c0202,Ing0506-1
q040,c0184,Ing0506-1
q040,c0185,Ing0506-1
q040,c0261,Ing0506-1
q040,c0474,Ing0506-1
q041,c0184,Ing0506-1
q041,c0185,Ing0506-1
q041,c0261,Ing0506-1
q042,c0450,Ing0506-1
q042,c1009,Ing0506-1
q042,c0600,Ing0506-1
q042,c0202,Ing0506-1
q042,c0474,Ing0506-1
nan,c0450,Ing0506-1
q043,c1009,Ing0506-1
q043,c0600,Ing0506-1
q043,c0281,Ing0506-1
q044,c0450,Ing0506-1
q044,c0452,Ing0506-1
q044,c0429,Ing0506-1
q044,c0202,Ing0506-1
q045,c0452,Ing0506-1
q045,nan,Ing0506-1
q045,c0202,Ing0506-1
q046,c0462,Ing0506-1
q046,c0463,Ing0506-1
q046,nan,Ing0506-1
q047,c0462,Ing0506-1
q047,c0463,Ing0506-1
q047,c0489,Ing0506-1
q047,c0474,Ing0506-1
q048,c0462,Ing0506-1
q048,c0463,Ing0506-1
q048,c0099,Ing0506-1
q049,c0462,Ing0506-1
q049,nan,Ing0506-1
q049,c0027,Ing0506-1
q049,c0803,Ing0506-1
q049,c0026,Ing0506-1
q050,c0439,Ing0506-1
q050,c0836,Ing0506-1
q050,c0243,Ing0506-1
q051,c0433,Ing0506-1
q051,c0836,Ing0506-1
q051,c0231,Ing0506-1
q051,c0440,Ing0506-1
q051,c0442,Ing0506-1
q052,c0422,Ing0506-1
q052,c0816,Ing0506-1
q052,c0247,Ing0506-1
q052,c0427,Ing0506-1
q052,c0429,Ing0506-1
q053,c0422,Ing0506-1
nan,c0429,Ing0506-1
q053,c0085,Ing0506-1
q053,c0446,Ing0506-1
q054,c0422,Ing0506-1
q054,c0429,Ing0506-1
q054,c0085,Ing0506-1
q054,c0816,Ing0506-1
nan,c0422,Ing0506-1
q055,c0429,Ing0506-1
q055,c0085,Ing0506-1
q055,c0718,Ing0506-1
q056,c0422,Ing0506-1
q056,c0429,Ing0506-1
q056,nan,Ing0506-1
q056,c0427,Ing0506-1
q057,c0474,Ing0506-1
q057,c0281,Ing0506-1
q057,c0073,Ing0506-1
q057,nan,Ing0506-1
q057,c1013,Ing0506-1
q058,c0474,Ing0506-1
q058,c0281,Ing0506-1
q058,c0261,Ing0506-1
q058,c0495,Ing0506-1
q058,c1013,Ing0506-1
q059,c0474,Ing0506-1
q059,c0281,Ing0506-1
q059,c0073,Ing0506-1
q059,c1013,Ing0506-1
q060,c0484,Ing0506-1
q060,c1068,Ing0506-1
q061,c1068,Ing0506-1
q061,c0600,Ing0506-1
q061,c1067,Ing0506-1
q062,c0484,Ing0506-1
q063,c0513,Ing0506-1
q063,c0724,Ing0506-1
nan,c0516,Ing0506-1
q064,c0513,Ing0506-1
q064,c0724,Ing0506-1
q064,c0429,Ing0506-1
q065,c0519,Ing0506-1
q065,c0521,Ing0506-1
q065,c0524,Ing0506-1
q066,c0519,Ing0506-1
q066,c0521,Ing0506-1
q066,c0533,Ing0506-1
q066,c1057,Ing0506-1
q067,c0519,Ing0506-1
q067,c0521,Ing0506-1
q067,c0536,Ing0506-1
q068,c0793,Ing0506-1
q068,c0830,Ing0506-1
q068,c0026,Ing0506-1
q068,c0027,Ing0506-1
q069,c0816,Ing0506-1
q069,c0427,Ing0506-1
q069,c0820,Ing0506-1
q069,c0830,Ing0506-1
nan,c0836,Ing0506-1
q070,c0830,Ing0506-1
q070,c0427,Ing0506-1
q070,c0820,Ing0506-1
q071,c0803,Ing0506-1
q071,c0533,Ing0506-1
q071,c0806,Ing0506-1
q071,c0080,Ing0506-1
q072,c0821,Ing0506-1
q072,c0823,Ing0506-1
q072,c0826,Ing0506-1
q072,c0080,Ing0506-1
q072,c0824,Ing0506-1
q073,c0823,Ing0506-1
q073,c0824,Ing0506-1
q073,c0826,Ing0506-1
q074,c0840,Ing0506-1
q074,c0846,Ing0506-1
q074,c0852,Ing0506-1
q074,c0855,Ing0506-1
q000,c0095,Ing0607-2
q000,c0108,Ing0607-2
q000,nan,Ing0607-2
q001,c0103,Ing0607-2
q001,c0110,Ing0607-2
q001,c0113,Ing0607-2
q001,c0722,Ing0607-2
q002,c0106,Ing0607-2
q002,c0115,Ing0607-2
q002,c0118,Ing0607-2
q002,c0998,Ing0607-2
q003,c0106,Ing0607-2
q003,c0998,Ing0607-2
q003,c1077,Ing0607-2
q005,c0106,Ing0607-2
q005,c0115,Ing0607-2
q005,c0723,Ing0607-2
q005,c0998,Ing0607-2
q006,c0211,Ing0607-2
q006,c0213,Ing0607-2
q006,c0238,Ing0607-2
q007,c0007,Ing0607-2
q007,c0009,Ing0607-2
q007,c0230,Ing0607-2
q008,c0230,Ing0607-2
q008,c0023,Ing0607-2
q008,c0217,Ing0607-2
q009,c0009,Ing0607-2
q009,c0023,Ing0607-2
q009,c0019,Ing0607-2
q010,c0015,Ing0607-2
nan,c0019,Ing0607-2
q010,c0024,Ing0607-2
q011,c0019,Ing0607-2
q011,c0088,Ing0607-2
q011,c0221,Ing0607-2
q012,c0015,Ing0607-2
q012,c0795,Ing0607-2
q012,c0897,Ing0607-2
q012,c0230,Ing0607-2
q013,c0044,Ing0607-2
q013,c0056,Ing0607-2
q013,c0069,Ing0607-2
q014,c0047,Ing0607-2
q014,c0053,Ing0607-2
q014,c0058,Ing0607-2
q014,c0746,Ing0607-2
q015,c0049,Ing0607-2
q015,c0061,Ing0607-2
q015,c0062,Ing0607-2
q015,c0742,Ing0607-2
q016,c0049,Ing0607-2
q016,c0062,Ing0607-2
q016,c0074,Ing0607-2
q017,c0049,Ing0607-2
q017,c0061,Ing0607-2
q017,c0062,Ing0607-2
q018,c0049,Ing0607-2
q018,c0062,Ing0607-2
q018,c0072,Ing0607-2
q020,c0217,Ing0607-2
q020,c0219,Ing0607-2
q020,c0023,Ing0607-2
q020,c0230,Ing0607-2
q021,c0217,Ing0607-2
q021,c0219,Ing0607-2
q021,c0230,Ing0607-2
q021,c0897,Ing0607-2
q022,c0221,Ing0607-2
q022,c0225,Ing0607-2
q022,c0232,Ing0607-2
nan,c0088,Ing0607-2
q023,c0221,Ing0607-2
q023,c0225,Ing0607-2
q023,c0253,Ing0607-2
q023,c0932,Ing0607-2
q024,c0225,Ing0607-2
q024,c0221,Ing0607-2
q025,c0178,Ing0607-2
q025,c0195,Ing0607-2
q025,c0206,Ing0607-2
q026,c0252,Ing0607-2
q026,c0191,Ing0607-2
q026,c0110,Ing0607-2
q027,c0257,Ing0607-2
q027,c0201,Ing0607-2
nan,c0203,Ing0607-2
q028,c0257,Ing0607-2
q028,c0515,Ing0607-2
q028,c0201,Ing0607-2
q028,c0467,Ing0607-2
q029,c0257,Ing0607-2
q029,c0515,Ing0607-2
q029,c0201,Ing0607-2
q029,c0106,Ing0607-2
q030,c0129,Ing0607-2
q030,c0131,Ing0607-2
q030,c0975,Ing0607-2
q031,c0129,Ing0607-2
q031,c0131,Ing0607-2
q031,nan,Ing0607-2
q032,c0129,Ing0607-2
q032,c0131,Ing0607-2
q032,c0152,Ing0607-2
q032,c0983,Ing0607-2
q033,c0132,Ing0607-2
q033,c0133,Ing0607-2
q033,c0883,Ing0607-2
q034,c0153,Ing0607-2
nan,c0980,Ing0607-2
q035,c0132,Ing0607-2
q035,c0153,Ing0607-2
q035,c0897,Ing0607-2
q035,c0963,Ing0607-2
q036,c0132,Ing0607-2
q036,c0133,Ing0607-2
q036,c0153,Ing0607-2
q036,c0963,Ing0607-2
q037,c0162,Ing0607-2
q037,c1041,Ing0607-2
q038,c0162,Ing0607-2
q041,c0252,Ing0607-2
q041,c0058,Ing0607-2
q041,c0047,Ing0607-2
nan,c0746,Ing0607-2
q042,c0257,Ing0607-2
q042,c0201,Ing0607-2
q042,c0072,Ing0607-2
q042,c0203,Ing0607-2
q043,c0257,Ing0607-2
q043,c0201,Ing0607-2
q043,c0072,Ing0607-2
q044,c0201,Ing0607-2
q044,c0072,Ing0607-2
q044,nan,Ing0607-2
q045,c0455,Ing0607-2
q045,c0478,Ing0607-2
q045,c0503,Ing0607-2
q046,c0455,Ing0607-2
q046,c0478,Ing0607-2
q046,c0602,Ing0607-2
q046,c0503,Ing0607-2
q046,c0279,Ing0607-2
q047,c0115,Ing0607-2
q047,c0279,Ing0607-2
q047,c0455,Ing0607-2
q047,c0106,Ing0607-2
q048,c0115,Ing0607-2
q048,c0279,Ing0607-2
q048,c0455,Ing0607-2
q048,c0467,Ing0607-2
q049,c0464,Ing0607-2
q049,c0496,Ing0607-2
q049,c0279,Ing0607-2
q050,c0464,Ing0607-2
q050,c0489,Ing0607-2
q050,c0496,Ing0607-2
q051,c0464,Ing0607-2
q051,c0072,Ing0607-2
q051,c0520,Ing0607-2
q051,c0113,Ing0607-2
q052,c0464,Ing0607-2
q052,c0554,Ing0607-2
q053,c0411,Ing0607-2
q053,c0412,Ing0607-2
nan,c0932,Ing0607-2
q053,c1074,Ing0607-2
q054,c0411,Ing0607-2
q054,c0932,Ing0607-2
q054,c0232,Ing0607-2
q054,c0088,Ing0607-2
q054,c0443,Ing0607-2
q055,c0423,Ing0607-2
q055,c0428,Ing0607-2
q055,c0430,Ing0607-2
q056,c0444,Ing0607-2
q056,c0423,Ing0607-2
q056,c0430,Ing0607-2
q056,c0449,Ing0607-2
q057,c0478,Ing0607-2
q057,c0479,Ing0607-2
q057,c0074,Ing0607-2
q058,c0478,Ing0607-2
q058,c0479,Ing0607-2
q058,c0497,Ing0607-2
q058,c1069,Ing0607-2
q059,c0479,Ing0607-2
q059,c0072,Ing0607-2
q059,c0737,Ing0607-2
q060,c0487,Ing0607-2
q060,c0737,Ing0607-2
q060,c0489,Ing0607-2
q060,c0730,Ing0607-2
q060,c1053,Ing0607-2
q061,c0487,Ing0607-2
q061,c0737,Ing0607-2
q061,c0496,Ing0607-2
q061,c1053,Ing0607-2
q061,c0279,Ing0607-2
q062,c0487,Ing0607-2
q062,nan,Ing0607-2
q062,c0503,Ing0607-2
q062,c0279,Ing0607-2
q063,c0512,Ing0607-2
q063,c0193,Ing0607-2
q063,c0515,Ing0607-2
q063,c0936,Ing0607-2
q064,c0512,Ing0607-2
q064,c0725,Ing0607-2
q064,c0430,Ing0607-2
q064,c0530,Ing0607-2
q065,c0512,Ing0607-2
q065,c0725,Ing0607-2
q065,c0535,Ing0607-2
q065,c0539,Ing0607-2
nan,c0936,Ing0607-2
q066,c0520,Ing0607-2
q066,c1005,Ing0607-2
q066,c0072,Ing0607-2
q066,c0257,Ing0607-2
q067,c0520,Ing0607-2
q067,c1005,Ing0607-2
q067,c0257,Ing0607-2
q067,c0024,Ing0607-2
q067,c0532,Ing0607-2
q068,c1005,Ing0607-2
q068,c0534,Ing0607-2
q068,c0537,Ing0607-2
q068,c0538,Ing0607-2
q069,c0602,Ing0607-2
q069,c0794,Ing0607-2
q069,c0795,Ing0607-2
q069,c0467,Ing0607-2
q069,c0835,Ing0607-2
q070,c0602,Ing0607-2
q070,c0812,Ing0607-2
q070,c0813,Ing0607-2
q070,c0411,Ing0607-2
q070,c0835,Ing0607-2
q071,c0795,Ing0607-2
q071,c0411,Ing0607-2
q071,c0812,Ing0607-2
q071,c0813,Ing0607-2
q071,c0835,Ing0607-2
q072,c0804,Ing0607-2
q072,c0807,Ing0607-2
q072,c0808,Ing0607-2
q073,c0808,Ing0607-2
q073,c0822,Ing0607-2
q074,c0789,Ing0607-2
q075,c0847,Ing0607-2
q075,c0980,Ing0607-2
q075,c0897,Ing0607-2
q075,c1072,Ing0607-2
q075,c1041,Ing0607-2
q076,c0847,Ing0607-2
q076,c1062,Ing0607-2
q076,c0897,Ing0607-2
q076,nan,Ing0607-2
q076,c1041,Ing0607-2
q077,c0847,Ing0607-2
q077,c1062,Ing0607-2
q077,c1066,Ing0607-2
q077,c1072,Ing0607-2
q078,c0849,Ing0607-2
q078,c0862,Ing0607-2
q078,c1065,Ing0607-2
q079,c0860,Ing0607-2
q079,c1065,Ing0607-2
q080,c0849,Ing0607-2
q080,c1064,Ing0607-2
q080,c1065,Ing0607-2
q000,c0094,Ing0607-3
q000,c0107,Ing0607-3
q000,c0112,Ing0607-3
q001,c0098,Ing0607-3
q001,c0104,Ing0607-3
q002,c0116,Ing0607-3
q002,nan,Ing0607-3
q003,c0210,Ing0607-3
q003,c0214,Ing0607-3
q003,c0226,Ing0607-3
q004,c0210,Ing0607-3
q004,c0214,Ing0607-3
q004,c0163,Ing0607-3
q005,c0224,Ing0607-3
q005,c0012,Ing0607-3
q005,c0013,Ing0607-3
q005,nan,Ing0607-3
q006,c0224,Ing0607-3
q006,c0012,Ing0607-3
q006,c0223,Ing0607-3
q006,c0218,Ing0607-3
q007,c0224,Ing0607-3
q007,c0013,Ing0607-3
q007,c0014,Ing0607-3
q008,c0035,Ing0607-3
q008,c0036,Ing0607-3
q009,c0441,Ing0607-3
q009,c0014,Ing0607-3
q010,c0898,Ing0607-3
q010,c0036,Ing0607-3
q011,c0045,Ing0607-3
q011,c0057,Ing0607-3
q011,c1007,Ing0607-3
q012,c0052,Ing0607-3
q012,c0055,Ing0607-3
q012,c0060,Ing0607-3
q013,c0741,Ing0607-3
nan,c0218,Ing0607-3
q016,c0223,Ing0607-3
q016,c0224,Ing0607-3
q017,c0224,Ing0607-3
q017,c0773,Ing0607-3
q018,c0227,Ing0607-3
q018,c0233,Ing0607-3
q019,c0227,Ing0607-3
q019,c0249,Ing0607-3
q020,c0177,Ing0607-3
q020,c0179,Ing0607-3
q020,c0181,Ing0607-3
q021,c0254,Ing0607-3
q021,c0198,Ing0607-3
q022,c0196,Ing0607-3
nan,c0130,Ing0607-3
q023,c0901,Ing0607-3
q023,c0972,Ing0607-3
q024,c0130,Ing0607-3
q024,c0901,Ing0607-3
q024,c0953,Ing0607-3
q025,c0130,Ing0607-3
q025,c0901,Ing0607-3
q025,c0978,Ing0607-3
nan,c0148,Ing0607-3
q026,c0149,Ing0607-3
q026,c0150,Ing0607-3
nan,c0882,Ing0607-3
q027,c0148,Ing0607-3
q027,c0149,Ing0607-3
nan,c0150,Ing0607-3
q027,c0969,Ing0607-3
q028,c0148,Ing0607-3
q028,c0149,Ing0607-3
q028,c0150,Ing0607-3
q028,c0898,Ing0607-3
q029,c0148,Ing0607-3
q029,c0149,Ing0607-3
q029,c0150,Ing0607-3
q030,c0163,Ing0607-3
q030,c0947,Ing0607-3
q031,c0163,Ing0607-3
q031,c0985,Ing0607-3
q032,c0163,Ing0607-3
q032,c1044,Ing0607-3
q034,c1007,Ing0607-3
q034,c0181,Ing0607-3
q035,c0254,Ing0607-3
q035,c0060,Ing0607-3
q035,c0052,Ing0607-3
q035,c0271,Ing0607-3
q037,c0745,Ing0607-3
q038,c0456,Ing0607-3
q038,c0741,Ing0607-3
q038,c0745,Ing0607-3
q039,c0456,Ing0607-3
nan,c0741,Ing0607-3
q040,nan,Ing0607-3
q040,c0457,Ing0607-3
q040,c0196,Ing0607-3
q041,c0465,Ing0607-3
q042,c0465,Ing0607-3
q042,c0498,Ing0607-3
q044,c0420,Ing0607-3
